title,lifetime_gross,year
Dragonball Evolution,9362785,2009
The Frisco Kid,9346177,1979
Hellraiser 4: Bloodline,9336886,1996
Tully (2018),9334930,2018
We're Back! A Dinosaur's Story,9317021,1993
Bobby Deerfield,9300000,1977
Talk to Her,9285469,2002
Lost in Yonkers,9285189,1993
Ringmaster,9257103,1998
Celtic Pride,9255027,1996
Hardcore Henry,9252038,2016
Dark Blue,9250301,2003
Havana,9243140,1990
Mrs. Brown,9229808,1997
A Serious Man,9228768,2009
Gladiator (1992),9223441,1992
Super Babies: Baby Geniuses 2,9219388,2004
Shoot the Moon,9217530,1982
Everybody's Fine,9208876,2009
Bernie,9206470,2012
Return of the Living Dead 2,9205924,1988
Bad Boys (1983),9190819,1983
Body Parts,9188150,1991
Traffik,9186156,2018
The Four Horsemen of the Apocalypse,9183673,1921
You Can Count on Me,9183362,2000
Tyler Perry Presents Peeples,9177065,2013
Get Low,9176933,2010
A Mighty Heart,9176787,2007
A Single Man,9176000,2009
Pennies From Heaven,9171289,1981
Ulee's Gold,9161691,1997
Stone Cold,9151887,1991
Switching Channels,9129999,1988
Tap,9114702,1989
Meet the Blacks,9097072,2016
Warlock,9094451,1991
Sweet Dreams,9085049,1985
Le Divorce,9081057,2003
Un Gallo con Muchos Huevos,9080818,2015
A Midsummer Night's Sex Comedy,9077269,1982
The Lobster (US Release),9077245,2016
Trail of the Pink Panther,9056073,1982
First Daughter,9055921,2004
Salmon Fishing in the Yemen,9047981,2012
The Boy in the Striped Pajamas,9046156,2008
Conquest of the Planet of the Apes,9043472,1972
Target,9023199,1985
Trippin',9017070,1999
The Ice Harvest,9016782,2005
Transamerica,9015303,2005
Renegades,9015164,1989
White Sands,9011574,1992
Tribute,9000000,1980
Saturn 3,9000000,1980
Deadly Friend,8988731,1986
Aliens of the Deep (IMAX),8968684,2005
Alien Adventure (IMAX),8959784,1999
Teaching Mrs. Tingle,8951935,1999
Saved!,8940582,2004
In the Mouth of Madness,8924549,1995
Bolero,8914881,1984
The Next Karate Kid,8914777,1994
Late for Dinner,8906823,1991
The Formula,8894289,1980
Salsa - The Motion Picture,8892589,1988
"Mystery, Alaska",8891623,1999
Battle of the Year,8888355,2013
The Inkwell,8880705,1994
White Fang II: Myth of the White Wolf,8878839,1994
Queen of Katwe,8874389,2016
Apt Pupil,8863193,1998
Nightbreed,8862354,1990
Battle for the Planet of the Apes,8844595,1973
Movie 43,8840453,2013
The Deep End,8823109,2001
Ratchet & Clank,8821329,2016
Body Double,8801940,1984
Scandal,8800000,1989
Before and After,8797839,1996
The Seeker: The Dark Is Rising,8794452,2007
Oxford Blues,8793152,1984
Unfriended: Dark Web,8783985,2018
The Five Heartbeats,8750400,1991
Mad Max,8750000,1980
Whatever It Takes,8745680,2000
True Believer,8742750,1989
Street Fighter: The Legend of Chun-Li,8742261,2009
Suspect Zero,8725813,2004
John Carpenter's Ghosts of Mars,8709640,2001
If You Could See What I Hear,8693512,1982
Mischief,8692426,1985
Clean and Sober,8674093,1988
Once Upon a Crime,8669847,1992
Bingo,8667684,1991
My Life in Ruins,8665206,2009
The Puppet Masters,8647042,1994
The Man with One Red Shoe,8645411,1985
That Was Then... This Is Now,8630068,1985
Secret Admirer,8622757,1985
Manhunter,8620929,1986
All Dogs Go to Heaven 2,8620678,1996
The Bounty,8613462,1984
U2: Rattle and Hum,8600823,1988
Boat Trip,8600126,2003
Pollock,8598593,2000
An Unfinished Life,8586392,2005
Death at a Funeral (2007),8580428,2007
The Lost City of Z,8580410,2017
High Spirits,8578231,1988
Strange Brew,8571374,1983
Leprechaun,8556940,1993
Blue Velvet,8551228,1986
Les Invasions Barbares,8544975,2003
The Rich Man's Wife,8543587,1996
The Care Bears Movie 2,8540346,1986
Without a Clue,8539181,1988
Ski Patrol,8533973,1990
The Big Brawl,8527743,1980
MacGruber,8525600,2010
The Quiet Ones,8509867,2014
Troop Beverly Hills,8508843,1989
Stick,8489518,1985
Nothing But Trouble,8479793,1991
Wise Guys,8475466,1986
Legends of Oz: Dorothy's Return,8462027,2014
Tender Mercies,8443124,1983
Bebe's Kids,8442162,1992
Play It to the Bone,8434146,1999
1984,8430492,1984
The Awakening,8415112,1980
Amy,8413144,2015
Pushing Tin,8408835,1999
Dr. Giggles,8403433,1992
Sex Drive,8402485,2008
Twice in a Lifetime,8402424,1985
Something Wicked This Way Comes,8400000,1983
Meteor,8400000,1979
The Importance of Being Earnest,8384929,2002
The Last Temptation of Christ,8373585,1988
Smoke,8367636,1995
Death to Smoochy,8364691,2002
Turbo: A Power Rangers Movie,8363899,1997
Something Wild,8362969,1986
Twin Dragons,8359717,1999
Mr. Jones,8345845,1993
My Life as a Dog,8345266,1987
A Simple Wish,8345056,1997
Return to Paradise,8341087,1998
Tenacious D in: The Pick of Destiny,8334575,2006
The Man,8330720,2005
Lipstick,8328666,1976
Mandela: Long Walk to Freedom,8323085,2013
Larger Than Life,8315693,1996
Johnny English Reborn,8305970,2011
The Love Letter,8302478,1999
Shadow of the Vampire,8293784,2000
The Cooler,8291572,2003
Reckless,8289916,1984
The Fish That Saved Pittsburgh,8281246,1979
Deadly Blessing,8279042,1981
All About My Mother,8272296,1999
Early Man,8267544,2018
Cry-Baby,8266343,1990
Satisfaction,8253123,1988
Christopher Columbus: The Discovery,8251071,1992
The Blob,8247943,1988
Tall Tale,8247627,1995
The Promise (2017),8224288,2017
Sidney Sheldon's Bloodline,8218695,1979
Blue Steel,8217997,1990
Black Robe,8211952,1991
"Whose Life Is It, Anyway?",8206145,1981
Lucas,8200000,1986
Cadillac Records,8195551,2008
Bajrangi Bhaijaan,8178001,2015
Nick of Time,8175346,1995
Firestorm,8165212,1998
Cheetah,8153677,1989
Deepstar Six,8143225,1989
Funny About Love,8141292,1990
Code Name: The Cleaner,8135024,2007
Delta Farce,8130530,2007
Dead Bang,8125592,1989
Prince of the City,8124257,1981
Mad Hot Ballroom,8117961,2005
Hoot,8117637,2006
The Road,8117000,2009
Before Midnight,8114627,2013
Dirty Pretty Things,8112414,2003
Inherent Vice,8110975,2014
A Cure for Wellness,8106986,2017
The Philadelphia Experiment,8103330,1984
Fresh,8094616,1994
The Shootist,8091910,1976
Streets of Fire,8089290,1984
Connie and Carla,8085771,2004
The Adventures of Baron Munchausen,8083123,1989
My Giant,8072007,1998
Bella,8070537,2007
Woo,8064972,1998
The Painted Veil,8060487,2006
Punisher: War Zone,8050977,2008
The Death of Stalin,8041828,2018
Aspen Extreme,8041049,1993
Dead Ringers,8038508,1988
The Ice Storm,8038061,1997
Haunted Honeymoon,8033397,1986
Dhoom 3,8031955,2013
The Texas Chainsaw Massacre 2,8025872,1986
Jerusalem,8020721,2013
Pirate Radio,8017917,2009
The Meteor Man,8016708,1993
Dragon Ball Z: Resurrection 'F',8008363,2015
The Great White Hype,8008255,1996
Machete Kills,8008161,2013
Blackhat,8005980,2015
The Wild Life (2016),8005586,2016
Night Crossing,8000000,1982
Dazed and Confused,7993039,1993
The Pirate Movie,7983086,1982
Strange Days,7959291,1995
Blankman,7941977,1994
A Thousand Acres,7936780,1997
American Hot Wax,7932571,1978
Unstrung Heroes,7929434,1995
The Chase,7924955,1994
Bushwhacked,7919823,1995
Arbitrage,7919574,2012
Miracle at St. Anna,7919117,2008
The Brink's Job,7909950,1978
Sanju,7909317,2018
Just the Way You Are,7889694,1984
Teen Wolf Too,7888703,1987
The Funhouse,7886857,1981
The Space Between Us,7885294,2017
City of Ember,7873007,2008
Trumbo (2015),7857741,2015
D.A.R.Y.L.,7840873,1985
Fatal Instinct,7839327,1993
The Night Listener,7836393,2006
Hoop Dreams,7830611,1994
The Little Drummer Girl,7828841,1984
Dead Calm,7825009,1989
Serial Mom,7820688,1994
Slither,7802450,2006
In Bruges,7800824,2008
House II,7800000,1987
Vampire Academy,7791979,2014
The Best of Times,7790931,1986
If Looks Could Kill,7788597,1991
Bad Words,7779614,2014
Sirens,7770731,1994
"Enemies, A Love Story",7754571,1989
Loving ,7751969,2016
The Return,7749851,2006
The Beast Within,7742572,1982
Being Julia,7739049,2004
Unsane,7732899,2018
Surviving the Game,7727256,1994
"The Cook, The Thief, His Wife and Her Lover",7724701,1990
Disorganized Crime,7723506,1989
A New Life,7721852,1988
Expelled: No Intelligence Allowed,7720487,2008
Tupac: Resurrection,7718961,2003
Dolphins and Whales: Tribes of the Ocean 3D,7714996,2008
The Collector,7712114,2009
Kevin Hart: Laugh at My Pain,7706436,2011
Mr. & Mrs. Bridge,7698010,1990
Mortdecai,7696134,2015
Sarah's Key,7693187,2011
The Imaginarium of Doctor Parnassus,7689607,2009
Runaway Train,7683620,1985
Strictly Business,7683267,1991
He-Man and She-Ra in The Secret of the Sword,7660857,1985
The Order,7660806,2003
Fatso,7653061,1980
The Prisoner of Zenda (1979),7650600,1979
The Girl Who Played with Fire,7638241,2010
Journey to the South Pacific,7638075,2013
Quicksilver,7634909,1986
Ninja 3: The Domination,7610785,1984
Losing Isaiah,7603766,1995
Promised Land (2012),7597898,2012
While We're Young,7587485,2015
Sprung,7575028,1997
Krippendorf's Tribe,7571115,1998
City of God,7564459,2003
Hackers,7563728,1995
Over Her Dead Body,7563670,2008
Into the Night,7562164,1985
The Jerky Boys,7557877,1995
El Cantante,7556712,2007
Wanted: Dead or Alive,7555000,1987
Proof,7535331,2005
Damage,7532911,1992
The Curse of the Jade Scorpion,7517191,2001
The Amazing Panda Adventure,7506759,1995
The Man Who Wasn't There,7504257,2001
Nothing Like the Holidays,7503736,2008
Martian Child,7500310,2007
The Sugarland Express,7500000,1974
How to Beat the High Cost of Living,7500000,1980
How to Become a Detective,7500000,1980
Agatha,7500000,1979
I Know Who Killed Me,7498716,2007
The Trip to Bountiful,7491903,1985
It Runs in the Family,7491839,2003
Foxes,7470348,1980
Cyrus,7468936,2010
Stealing Home,7467504,1988
Taking Woodstock,7460204,2009
A Good Year,7459300,2006
I'll See You In My Dreams,7449681,2015
Goin' South,7435671,1978
Harley Davidson and the Marlboro Man,7434726,1991
Maximum Overdrive,7433663,1986
Doogal,7417319,2006
Kids,7412216,1995
Clifford,7408745,1994
Tex,7400000,1982
Ironweed,7393346,1987
Paranoia,7385015,2013
The Squid and the Whale,7372734,2005
The Condemned,7371706,2007
Witchboard,7369373,1986
Clean Slate,7355425,1994
The Crucible,7343114,1996
Iceman,7343032,1984
Wild America,7342923,1997
Alice,7331647,1990
King of the Gypsies,7325177,1978
Babies,7320323,2010
Bones,7316658,2001
Vertigo,7311013,1958
Mississippi Masala,7308786,1992
Sarafina!,7306242,1992
Who's That Girl,7305209,1987
Outside Providence,7302522,1999
Wild Hearts Can't Be Broken,7294835,1991
Eat Drink Man Woman,7294403,1994
The Forsaken,7288451,2001
Lorenzo's Oil,7286388,1993
Phantasm II,7282851,1988
She's So Lovely,7281450,1997
Run Lola Run,7267585,1999
Big Trouble,7267307,2002
Barcelona,7266973,1994
Searching for Bobby Fischer,7266383,1993
Buddy Buddy,7258543,1981
Friends with Kids,7251073,2012
B.A.P.S.,7246735,1997
Off Limits,7242035,1988
Rush,7241350,1991
The Missionary,7241180,1982
Johnny Handsome,7237794,1989
Let there be Light,7233471,2017
Zeus and Roxanne,7233324,1997
Force 10 From Navarone,7230000,1978
Gold,7227038,2017
All the King's Men,7221458,2006
Mulholland Drive,7220243,2001
The Big Red One,7206220,1980
The Big Year,7204138,2011
Transylvania 6-5000,7196872,1985
Encounter in the 3rd Dimension (IMAX),7195792,1999
The Green Inferno,7192291,2015
American Dreamz,7191830,2006
1492: Conquest of Paradise,7191399,1992
Paradise Alley,7185518,1978
North,7182747,1994
Women on the Verge of a Nervous Breakdown,7179298,1988
The Boy Who Could Fly,7177431,1986
10 to Midnight,7175592,1983
The Hoax,7164995,2007
The Orphanage,7161284,2007
The Name of the Rose,7153487,1986
Dear God,7138523,1996
She's Gotta Have It,7137502,1986
I am Not Your Negro,7123919,2017
Hardbodies,7121719,1984
Beatriz At Dinner,7115854,2017
Silence (2016),7100177,2016
Where Eagles Dare,7100000,1969
A Separation,7099055,2011
The Bad News Bears Go to Japan,7092495,1978
Before the Devil Knows You're Dead,7084227,2007
Seeking a Friend for the End of the World,7078738,2012
Trapped,7073251,2002
How She Move,7070641,2008
Quills,7065332,2000
The Stunt Man,7063886,1980
Phat Girlz,7061128,2006
Pride,7057600,2007
Alphabet City,7035585,1984
House Arrest,7032782,1996
Star Kid,7029025,1998
Turistas,7027762,2006
Three Wishes,7027517,1995
Screwed,7027345,2000
BASEketball,7027290,1998
Bug,7025810,2007
Kissing Jessica Stein,7025722,2002
Last of the Dogmen,7024389,1995
Running with Scissors,7022827,2006
Hiding Out,7019441,1987
Black Nativity,7018189,2013
An American Carol,7013191,2008
Crossover,7009668,2006
International Velvet,7009238,1978
The Triplets of Belleville,7007149,2003
Our Brand Is Crisis (2015),7002261,2015
Buena Vista Social Club,7002182,1999
Cat People,7000000,1982
Fearless,6995302,1993
Relentless,6985999,1989
Children of the Corn II,6980986,1993
Grandma (2015),6980524,2015
Trial by Jury,6971777,1994
I Ought to Be in Pictures,6968359,1982
Shag: The Movie,6957975,1989
La Cage aux Folles 2,6950125,1981
Suburban Commando,6948859,1991
Red Sonja,6948633,1985
Blue City,6947787,1986
Sexy Beast,6946056,2001
State and Main,6944471,2000
Almost an Angel,6939946,1990
The Wedding Banquet,6933459,1993
Take Me Home Tonight,6928068,2011
A Cry in the Dark,6908797,1988
Birth of the Dragon,6901965,2017
Shut In,6900335,2016
The Amateur,6892098,1982
Willard,6886089,2003
Redline,6881022,2007
Thunderbirds,6880917,2004
Death Wish 4: The Crackdown,6880310,1987
"Woman, Thou Art Loosed",6879730,2004
The Brothers Grimsby,6874837,2016
Cedar Rapids,6861102,2011
Never Talk to Strangers,6858261,1995
Romantic Comedy,6857733,1983
Running Scared,6855137,2006
The Spectacular Now,6854611,2013
200 Cigarettes,6852450,1999
The Collection,6842058,2012
Exit to Eden,6841570,1994
The Pope of Greenwich Village,6836201,1984
Moonlight Mile,6835856,2002
Panther,6834525,1995
Mixed Nuts,6821850,1994
The Chipmunk Adventure,6804312,1987
Trick or Treat,6797218,1986
Fanny and Alexander,6783304,1983
Conviction,6783129,2010
In the Valley of Elah,6777741,2007
Runaway,6770587,1984
Ladies in Lavender,6765081,2005
Me and Earl and the Dying Girl,6758416,2015
Caught Up,6754958,1998
The Young Black Stallion (IMAX),6751389,2003
"Seraphin, un homme et son peche",6749187,2002
Smoke Signals,6745362,1998
The Mambo Kings,6742168,1992
Amour,6739492,2012
Fortress,6739141,1993
Baahubali: The Beginning,6738000,2015
9 1/2 Weeks,6735922,1986
Loving Vincent,6735118,2017
Town & Country,6719973,2001
American History X,6719864,1998
Hotel Artemis,6708147,2018
Roger and Me,6706368,1989
The Snowman,6700035,2017
Delta Force 2: Operation Stranglehold,6698361,1990
U-Turn,6682098,1997
The Closet (Le Placard),6678894,2001
Hairspray (1988),6671108,1988
City Island,6671036,2010
Nightmares,6670680,1983
Six Weeks,6668025,1982
The Golden Seal,6666725,1983
Forced Vengeance,6660333,1982
Where the Buffalo Roam,6659377,1980
I Dreamed of Africa,6651522,2000
Swing Shift,6650206,1984
Fresh Horses,6640346,1988
Black Moon Rising,6637565,1986
Spider-Man / Men in Black II,6632970,2002
Femme Fatale,6630252,2002
The Savages,6623082,2007
The Gong Show Movie,6621520,1980
The Last Station,6617867,2010
The Hunted (1995),6609661,1995
Best of the Best II,6608687,1993
Bride and Prejudice,6605592,2005
The Grandmaster,6594959,2013
Millions,6584159,2005
Once Upon a Forest,6582052,1993
Strange Wilderness,6575282,2008
Curse of the Golden Flower,6566773,2006
Here Come the Littles,6565359,1985
The Road to Wellville,6562513,1994
Bajirao Mastani,6557047,2015
Lost and Found (1999),6552255,1999
The Razor's Edge,6551987,1984
3 Idiots,6532874,2009
The Rules of Attraction,6532619,2002
Winter's Bone,6531503,2010
Maria Full of Grace,6529624,2004
Warriors of Virtue,6524620,1997
A Very Long Engagement,6524389,2004
Blue Collar,6521083,1978
Dog Days (2018),6507242,2018
Switchback,6492660,1997
Teacher's Pet,6491969,2004
The Young Messiah,6490401,2016
The Big Bounce,6489476,2004
Flashback,6488114,1990
The Osterman Weekend,6486797,1983
Little Boy,6485961,2015
The Real McCoy,6484246,1993
Star 80,6472990,1983
Mighty Aphrodite,6468498,1995
All the Marbles,6468195,1981
The Last Unicorn,6455330,1982
Gods and Monsters,6451628,1998
Hot to Trot,6436211,1988
Brideshead Revisited,6432256,2008
Mac and Me,6424112,1988
Same Kind of Different as Me,6423605,2017
The Temp,6419876,1993
"Waiting for ""Superman""",6417135,2010
Defenseless,6413375,1991
The Rocker,6409528,2008
Just Between Friends,6408791,1986
Six Degrees of Separation,6405918,1993
My Own Private Idaho,6401336,1991
Eyewitness,6400000,1981
Most Wanted,6391946,1997
The Secret in Their Eyes,6391436,2010
Cantinflas,6382924,2014
Post Grad,6380019,2009
The Aristocrats,6377461,2005
